"list_id","list_name","list_abbrev","list_educationForm_id","list_educationForm_name","list_facultyId","list_code"
"20240","Информационные системы и технологии (в экономике)*","ИСиТ(вЭ) (из ВГПК)","","","20033","1-40 05 01-02"
"20241","Промышленная электроника*","ПЭ (ПОИТ)","2","заочная","",""
"20241","Промышленная электроника*","ПЭ (ПОИТ)","","","20033","1-36 04 02"
"20243","Профессиональное обучение (по направлениям)","ПО (РЭл)","1","дневная","",""
"20243","Профессиональное обучение (по направлениям)","ПО (РЭл)","","","20035","1-08 01 01-02"
"20546","Профессиональное обучение (по направлениям)","ПО (Информатика)","2","заочная","",""
"20546","Профессиональное обучение (по направлениям)","ПО (Информатика)","","","20035","1-08 01 01"
"20245","Профессиональное обучение (по направлениям)","ПО (ЭиУ)","1","дневная","",""
"20245","Профессиональное обучение (по направлениям)","ПО (ЭиУ)","","","20035","1-08 01 01-08"
"20244","Профессиональное обучение (по направлениям)","ПО (Информатика) (интегр.)","1","дневная","",""
"20244","Профессиональное обучение (по направлениям)","ПО (Информатика) (интегр.)","","","20035","1-08 01 01"
"20246","Профессиональное обучение (по направлениям)","ПО (Информатика) (интегр.)","1","дневная","",""
"20246","Профессиональное обучение (по направлениям)","ПО (Информатика) (интегр.)","","","20035","1-08 01 01"
"20247","Профессиональное обучение (радиоэлектроника) (интегрированный)","ПО (РЭл) (Инт)","1","дневная","",""
"20247","Профессиональное обучение (радиоэлектроника) (интегрированный)","ПО (РЭл) (Инт)","","","20035","1-08 01 01-02"
"20248","Профессиональное обучение (экономика и управление) (интегрированный)","ПО (ЭиУ) (Инт)","1","дневная","",""
"20248","Профессиональное обучение (экономика и управление) (интегрированный)","ПО (ЭиУ) (Инт)","","","20035","1-08 01 01-08"
"20250","Вычислительные машины, системы и сети (Программное обеспечение информационных технологий)","ВМСиС (ПОИТ)","4","вечерняя","",""
"20250","Вычислительные машины, системы и сети (Программное обеспечение информационных технологий)","ВМСиС (ПОИТ)","","","20033","1-40 02 01"
"20254","Радиоэлектроника и техника","РЭИТ","1","дневная","",""
"20254","Радиоэлектроника и техника","РЭИТ","","","20035","1-1-1-11"
"20256","Слушатели ПО (иранцы)","СлПО(ближ.)","1","дневная","",""
"20256","Слушатели ПО (иранцы)","СлПО(ближ.)","","","20002","1-20 50 50"
"20255","Слушатели ПО (дальнее зарубе)","СлПО(даль.)","1","дневная","",""
"20255","Слушатели ПО (дальнее зарубе)","СлПО(даль.)","","","20002","1-20 50 50"
"20257","Информационные системы (каз)","ИС(каз)","1","дневная","",""
"20257","Информационные системы (каз)","ИС(каз)","","","20017","1-42 51 93"
"20260","Радиофизика","РФ","1","дневная","",""
"20260","Радиофизика","РФ","","","20055","01.04.03"
"20320","Радиофизика","РФ","2","заочная","",""
"20320","Радиофизика","РФ","","","20055","01.04.03"
"20261","Физическая электроника","ФЭ","1","дневная","",""
"20261","Физическая электроника","ФЭ","","","20055","01.04.04"
"20321","Физическая электроника","ФЭ","2","заочная","",""
"20321","Физическая электроника","ФЭ","","","20055","01.04.04"
"20262","Оптика","Оп","1","дневная","",""
"20262","Оптика","Оп","","","20055","01.04.05"
"20323","Оптика","Оп","2","заочная","",""
"20323","Оптика","Оп","","","20055","01.04.05"
"20278","Физика конденсированного состояния","ФКС","1","дневная","",""
"20278","Физика конденсированного состояния","ФКС","","","20055","01.04.07"
"20324","Физика конденсированного состояния","ФКС","2","заочная","",""
"20324","Физика конденсированного состояния","ФКС","","","20055","01.04.07"
"20280","Радиоизмерительные приборы","РИП","1","дневная","",""
"20280","Радиоизмерительные приборы","РИП","","","20055","05.11.08"
"20326","Радиоизмерительные приборы","РИП","2","заочная","",""
"20326","Радиоизмерительные приборы","РИП","","","20055","05.11.08"
"20281","Метрология и метрологическое обеспечение","МиМО","1","дневная","",""
"20281","Метрология и метрологическое обеспечение","МиМО","","","20055","05.11.15"
"20327","Метрология и метрологическое обеспечение","МиМО","2","заочная","",""
"20327","Метрология и метрологическое обеспечение","МиМО","","","20055","05.11.15"
"20283","Приборы, системы и изделия медицинского назначения","ПСиИМН","1","дневная","",""
"20283","Приборы, системы и изделия медицинского назначения","ПСиИМН","","","20055","05.11.17"
"20328","Приборы, системы и изделия медицинского назначения","ПСиИМН","2","заочная","",""
"20328","Приборы, системы и изделия медицинского назначения","ПСиИМН","","","20055","05.11.17"
"20284","Радиотехника, в том числе системы и устройства телевидения","РТ(СиУТ)","1","дневная","",""
"20284","Радиотехника, в том числе системы и устройства телевидения","РТ(СиУТ)","","","20055","05.12.04"
"20330","Радиотехника, в том числе системы и устройства телевидения","РТ(СиУТ)","2","заочная","",""
"20330","Радиотехника, в том числе системы и устройства телевидения","РТ(СиУТ)","","","20055","05.12.04"
"20285","Антенны, СВЧ устройства и их технологии","АСВЧУиТ","1","дневная","",""
"20285","Антенны, СВЧ устройства и их технологии","АСВЧУиТ","","","20055","05.12.07"
"20331","Антенны, СВЧ устройства и их технологии","АСВЧУиТ","2","заочная","",""
"20331","Антенны, СВЧ устройства и их технологии","АСВЧУиТ","","","20055","05.12.07"
"20286","Системы, сети и устройства телекоммуникаций","ССиУТК","1","дневная","",""
"20286","Системы, сети и устройства телекоммуникаций","ССиУТК","","","20055","05.12.13"
"20332","Системы, сети и устройства телекоммуникаций","ССиУТК","2","заочная","",""
"20332","Системы, сети и устройства телекоммуникаций","ССиУТК","","","20055","05.12.13"
"20269","Приборы, системы и изделия медицинского назначения","ПСиИМН","1","дневная","",""
"20269","Приборы, системы и изделия медицинского назначения","ПСиИМН","","","20062","05.11.17"
"20271","Радиотехника, в том числе системы и устройства и телевидения","РТ(СиУТ)","1","дневная","",""
"20271","Радиотехника, в том числе системы и устройства и телевидения","РТ(СиУТ)","","","20062","05.12.04"
"20270","Радиолокация и радионавигация","РЛиРН","1","дневная","",""
"20270","Радиолокация и радионавигация","РЛиРН","","","20062","05.12.14"
"20299","Радиолокация и радионавигация","РЛиРН","1","дневная","",""
"20299","Радиолокация и радионавигация","РЛиРН","","","20055","05.12.14"
"20333","Радиолокация и радионавигация","РЛиРН","2","заочная","",""
"20333","Радиолокация и радионавигация","РЛиРН","","","20055","05.12.14"
"20263","Антенны, СВЧ устройства и их технологии","АСВЧУииТ","1","дневная","",""
"20263","Антенны, СВЧ устройства и их технологии","АСВЧУииТ","","","20062","05.12.07"
"20273","Системы, сети и устройства телекоммуникаций","ССиУТ","1","дневная","",""
"20273","Системы, сети и устройства телекоммуникаций","ССиУТ","","","20062","05.12.13"
"20272","Системный анализ, управление и обработка информации","САУиОИ","1","дневная","",""
"20272","Системный анализ, управление и обработка информации","САУиОИ","","","20062","05.13.01"
"20301","Системный анализ, управление и обработка информации","САУиОИ","1","дневная","",""
"20301","Системный анализ, управление и обработка информации","САУиОИ","","","20055","05.13.01"
"20334","Системный анализ, управление и обработка информации","САУиОИ","2","заочная","",""
"20334","Системный анализ, управление и обработка информации","САУиОИ","","","20055","05.13.01"
"20277","Элементы и устройства вычислительной техники и систем управления","ЭиУВТиСУ","1","дневная","",""
"20277","Элементы и устройства вычислительной техники и систем управления","ЭиУВТиСУ","","","20062","05.13.05"
"20302","Элементы и устройства вычислительной техники и систем управления","ЭиУВТиСУ","1","дневная","",""
"20302","Элементы и устройства вычислительной техники и систем управления","ЭиУВТиСУ","","","20055","05.13.05"
"20335","Элементы и устройства вычислительной техники и систем управления","ЭиУВТиСУ","2","заочная","",""
"20335","Элементы и устройства вычислительной техники и систем управления","ЭиУВТиСУ","","","20055","05.13.05"
"20265","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","1","дневная","",""
"20265","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","","","20062","05.13.11"
"20305","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","1","дневная","",""
"20305","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","","","20055","05.13.11"
"20338","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","2","заочная","",""
"20338","Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей","МиПОВМКиКС","","","20055","05.13.11"
"20264","Вычислительные машины, комплексы и компьютерные сети","ВМКиКС","1","дневная","",""
"20264","Вычислительные машины, комплексы и компьютерные сети","ВМКиКС","","","20062","05.13.15"
"20275","Теоретические основы информатики","ТОИ","1","дневная","",""
"20275","Теоретические основы информатики","ТОИ","","","20062","05.13.17"
"20266","Математическое моделирование, численные методы и комплексы программ","ММЧМиКП","1","дневная","",""
"20266","Математическое моделирование, численные методы и комплексы программ","ММЧМиКП","","","20062","05.13.18"
"20310","Математическое моделирование, численные методы и комплексы программ","ММЧМиКП","1","дневная","",""
"20310","Математическое моделирование, численные методы и комплексы программ","ММЧМиКП","","","20055","05.13.18"
"20342","Математическое моделирование, численные методы и комплексы программ","ММЧМиКП","2","заочная","",""
"20342","Математическое моделирование, численные методы и комплексы программ","ММЧМиКП","","","20055","05.13.18"
"20267","Методы и системы защиты информации, информационная безопасность","МиСЗИИБ","1","дневная","",""
"20267","Методы и системы защиты информации, информационная безопасность","МиСЗИИБ","","","20062","05.13.19"
"20268","Нанотехнологии и наноматериалы (в электронике) (техническая  и физико-математическая отрасли науки)","НиНЭ (ФМТН)","1","дневная","",""
"20268","Нанотехнологии и наноматериалы (в электронике) (техническая  и физико-математическая отрасли науки)","НиНЭ (ФМТН)","","","20062","05.16.08"
"20274","Твердотельная электроника, радиоэлектронные компоненты, микро и наноэлектроника, приборы на квантовых эффектах","ТЭРКМиНПнКЭ","1","дневная","",""
"20274","Твердотельная электроника, радиоэлектронные компоненты, микро и наноэлектроника, приборы на квантовых эффектах","ТЭРКМиНПнКЭ","","","20062","05.27.01"
"20276","Технология и оборудование для производства полупроводников, материалов и приборов электронной техники","ТиОППМиПЭТ","1","дневная","",""
"20276","Технология и оборудование для производства полупроводников, материалов и приборов электронной техники","ТиОППМиПЭТ","","","20062","05.27.06"
"20279","Теоретическая электротехника","ТЭ","1","дневная","",""
"20279","Теоретическая электротехника","ТЭ","","","20055","05.09.05"
"20308","Теоретическая электротехника","ТЭ","1","дневная","",""
"20308","Теоретическая электротехника","ТЭ","","","20055","05.09.05"
"20325","Теоретическая электротехника","ТЭ","2","заочная","",""
"20325","Теоретическая электротехника","ТЭ","","","20055","05.09.05"
"20383","Технологии виртуализации и облачных вычислений","ТВиОВ","1","дневная","",""
"20383","Технологии виртуализации и облачных вычислений","ТВиОВ","","","20026","1-40 81 02"
"20407","Технологии виртуализации и облачных вычислений","ТВиОВ","2","заочная","",""
"20407","Технологии виртуализации и облачных вычислений","ТВиОВ","","","20026","1-40 81 02"
"20385","Обработка больших объемов информации","ОБОИ","1","дневная","",""
"20385","Обработка больших объемов информации","ОБОИ","","","20026","1-40 81 04"
"20409","Обработка больших объемов информации","ОБОИ","2","заочная","",""
"20409","Обработка больших объемов информации","ОБОИ","","","20026","1-40 81 04"
"20289","Антенны, СВЧ устройства и их технологии","АСВЧУииТ","1","дневная","",""
"20289","Антенны, СВЧ устройства и их технологии","АСВЧУииТ","","","20035","1-39 80 01"
"20290","Антенны, СВЧ устройства и их технологии","АСВЧУииТ","2","заочная","",""
"20290","Антенны, СВЧ устройства и их технологии","АСВЧУииТ","","","20035","1-39 80 01"
"20293","Радиофизика","Радиофизика","1","дневная","",""
"20293","Радиофизика","Радиофизика","","","20054","1-31 80 07"
"20294","Радиофизика","Радиофизика","2","заочная","",""
"20294","Радиофизика","Радиофизика","","","20054","1-31 80 07"
"20295","Прикладная математика и информатика","ПМиИ","1","дневная","",""
"20295","Прикладная математика и информатика","ПМиИ","","","20054","1-31 80 09"
"20296","Прикладная математика и информатика","ПМиИ","2","заочная","",""
"20296","Прикладная математика и информатика","ПМиИ","","","20054","1-31 80 09"
"20297","Радиотехника, электроника и телекоммуникации","РЭиТК","1","дневная","",""
"20297","Радиотехника, электроника и телекоммуникации","РЭиТК","","","20035","22222222"
"20303","Автоматизация и управление технологическими процессами и производствами","АиУТПиП","1","дневная","",""
"20303","Автоматизация и управление технологическими процессами и производствами","АиУТПиП","","","20055","05.13.06"
"20336","Автоматизация и управление технологическими процессами и производствами","АиУТПиП","2","заочная","",""
"20336","Автоматизация и управление технологическими процессами и производствами","АиУТПиП","","","20055","05.13.06"
"20304","Управление в социальных и экономических системах (технические науки)","УвСиЭС (тн)","1","дневная","",""
"20304","Управление в социальных и экономических системах (технические науки)","УвСиЭС (тн)","","","20055","05.13.10"
"20337","Управление в социальных и экономических системах (технические науки)","УвСиЭС (тн)","2","заочная","",""
"20337","Управление в социальных и экономических системах (технические науки)","УвСиЭС (тн)","","","20055","05.13.10"
"20306","Системы автоматизации проектирования","САП","1","дневная","",""
"20306","Системы автоматизации проектирования","САП","","","20055","05.13.12"
"20339","Системы автоматизации проектирования","САП","2","заочная","",""
"20339","Системы автоматизации проектирования","САП","","","20055","05.13.12"
"20307","Вычислительные машины, комплексы и компьютерные сети","ВМКиКС","1","дневная","",""
"20307","Вычислительные машины, комплексы и компьютерные сети","ВМКиКС","","","20055","05.13.15"
"20340","Вычислительные машины, комплексы и компьютерные сети","ВМКиКС","2","заочная","",""
"20340","Вычислительные машины, комплексы и компьютерные сети","ВМКиКС","","","20055","05.13.15"
"20309","Теоретические основы информатики","ТОИ","1","дневная","",""
"20309","Теоретические основы информатики","ТОИ","","","20055","05.13.17"
"20341","Теоретические основы информатики","ТОИ","2","заочная","",""
"20341","Теоретические основы информатики","ТОИ","","","20055","05.13.17"
"20311","Методы и системы защиты информации, информационная безопасность","МиСЗИИБ","1","дневная","",""
"20311","Методы и системы защиты информации, информационная безопасность","МиСЗИИБ","","","20055","05.13.19"
"20343","Методы и системы защиты информации, информационная безопасность","МиСЗИИБ","2","заочная","",""
"20343","Методы и системы защиты информации, информационная безопасность","МиСЗИИБ","","","20055","05.13.19"
"20312","Нанотехнологии и наноматериалы (в электронике) (физико-математические технические науки)","НиНЭ (ФМТН)","1","дневная","",""
"20312","Нанотехнологии и наноматериалы (в электронике) (физико-математические технические науки)","НиНЭ (ФМТН)","","","20055","05.16.08"
"20344","Нанотехнологии и наноматериалы (в электронике) (физико-математические технические науки)","НиНЭ (ФМТН)","2","заочная","",""
"20344","Нанотехнологии и наноматериалы (в электронике) (физико-математические технические науки)","НиНЭ (ФМТН)","","","20055","05.16.08"
"20313","Охрана труда","ОТ","1","дневная","",""
"20313","Охрана труда","ОТ","","","20055","05.26.01"
"20345","Охрана труда","ОТ","2","заочная","",""
"20345","Охрана труда","ОТ","","","20055","05.26.01"
"20314","Безопасность в чрезвычайных ситуациях","БвЧС","1","дневная","",""
"20314","Безопасность в чрезвычайных ситуациях","БвЧС","","","20055","05.26.02"
"20346","Безопасность в чрезвычайных ситуациях","БвЧС","2","заочная","",""
"20346","Безопасность в чрезвычайных ситуациях","БвЧС","","","20055","05.26.02"
"20315","Твердотельная электроника, радиоэлектронные компоненты, микро и наноэлектроника, приборы на квантовых эффектах","ТЭРКМНПКЭ","1","дневная","",""
"20315","Твердотельная электроника, радиоэлектронные компоненты, микро и наноэлектроника, приборы на квантовых эффектах","ТЭРКМНПКЭ","","","20055","05.27.01"
"20347","Твердотельная электроника, радиоэлектронные компоненты, микро и наноэлектроника, приборы на квантовых эффектах","ТЭРКМНПКЭ","2","заочная","",""
"20347","Твердотельная электроника, радиоэлектронные компоненты, микро и наноэлектроника, приборы на квантовых эффектах","ТЭРКМНПКЭ","","","20055","05.27.01"
"20316","Технология и оборудование для производства полупроводников, материалов и приборов электронной техники","ТиОППМиПЭТ","1","дневная","",""
"20316","Технология и оборудование для производства полупроводников, материалов и приборов электронной техники","ТиОППМиПЭТ","","","20055","05.27.06"
"20348","Технология и оборудование для производства полупроводников, материалов и приборов электронной техники","ТиОППМиПЭТ","2","заочная","",""
"20348","Технология и оборудование для производства полупроводников, материалов и приборов электронной техники","ТиОППМиПЭТ","","","20055","05.27.06"
"20317","Психология труда, инженерная психология, эргономика (технические науки)","ПТИПЭ","1","дневная","",""
"20317","Психология труда, инженерная психология, эргономика (технические науки)","ПТИПЭ","","","20055","19.00.03"
"20349","Психология труда, инженерная психология, эргономика (технические науки)","ПТИПЭ","2","заочная","",""
"20349","Психология труда, инженерная психология, эргономика (технические науки)","ПТИПЭ","","","20055","19.00.03"
"20318","Экономика и управление народным хозяйством","ЭиУНХ","1","дневная","",""
"20318","Экономика и управление народным хозяйством","ЭиУНХ","","","20055","08.00.05"
"20350","Экономика и управление народным хозяйством","ЭиУНХ","2","заочная","",""
"20350","Экономика и управление народным хозяйством","ЭиУНХ","","","20055","08.00.05"
"20319","Математические и инструментальные методы экономики","МиИМЭ","1","дневная","",""
"20319","Математические и инструментальные методы экономики","МиИМЭ","","","20055","08.00.13"
"20351","Математические и инструментальные методы экономики","МиИМЭ","2","заочная","",""
"20351","Математические и инструментальные методы экономики","МиИМЭ","","","20055","08.00.13"
"20251","Профессиональное обучение (по направлениям)","ПО (РЭл)","2","заочная","",""
"20251","Профессиональное обучение (по направлениям)","ПО (РЭл)","","","20034","1-08 01 01"
"20545","Профессиональное обучение (по направлениям)","ПО (РЭл)","2","заочная","",""
"20545","Профессиональное обучение (по направлениям)","ПО (РЭл)","","","20035","1-08 01 01"
"20252","Профессиональное обучение (по направлениям)","ПО (Информатика)","2","заочная","",""
"20252","Профессиональное обучение (по направлениям)","ПО (Информатика)","","","20034","1-08 01 01"
"20253","Профессиональное обучение (по направлениям)","ПО (ЭиУ)","2","заочная","",""
"20253","Профессиональное обучение (по направлениям)","ПО (ЭиУ)","","","20034","1-08 01 01-08"
"20353","Инженерная геометрия и компьютерная графика","ИГиКГ","1","дневная","",""
"20353","Инженерная геометрия и компьютерная графика","ИГиКГ","","","20017","1-36 80 08"
"20354","Инженерная геометрия и компьютерная графика","ИГиКГ","2","заочная","",""
"20354","Инженерная геометрия и компьютерная графика","ИГиКГ","","","20017","1-36 80 08"
"20386","Информационно-коммуникационные технологии в экономике","ИКТвЭ","1","дневная","",""
"20386","Информационно-коммуникационные технологии в экономике","ИКТвЭ","","","20012","1-40 81 05"
"20410","Информационно-коммуникационные технологии в экономике","ИКТвЭ","2","заочная","",""
"20410","Информационно-коммуникационные технологии в экономике","ИКТвЭ","","","20012","1-40 81 05"
"20361","Экономика электронного бизнеса","ЭЭБ (иностр.)","3","дистанционная","",""
"20361","Экономика электронного бизнеса","ЭЭБ (иностр.)","","","20034","1-28 01 01"
"20564","Экономика электронного бизнеса","ЭЭБ (иностр.)","3","дистанционная","",""
"20564","Экономика электронного бизнеса","ЭЭБ (иностр.)","","","20012","1-28 01 01"
"20588","Экономика электронного бизнеса","ЭЭБ (иностр.)","1","дневная","",""
"20588","Экономика электронного бизнеса","ЭЭБ (иностр.)","","","20012","1-28 01 01"
"20066","Программное обеспечение информационных технологий*","ПОИТ*","3","дистанционная","",""
"20066","Программное обеспечение информационных технологий*","ПОИТ*","","","20034","1-40 01 01"
"20362","Информатика и технологии программирования","ИиТП (иностр.)","3","дистанционная","",""
"20362","Информатика и технологии программирования","ИиТП (иностр.)","","","20034","1-40 04 01"
"20554","Информатика и технологии программирования","ИиТП (иностр.)","3","дистанционная","",""
"20554","Информатика и технологии программирования","ИиТП (иностр.)","","","20026","1-40 04 01"
"20415","Проектирование и производство радиоэлектронных средств","ПиПРЭС (9 класс)","1","дневная","",""
"20415","Проектирование и производство радиоэлектронных средств","ПиПРЭС (9 класс)","","","20063","2-39 02 32"
"20416","Программируемые мобильные системы","ПМС (9 класс)","1","дневная","",""
"20416","Программируемые мобильные системы","ПМС (9 класс)","","","20063","2-39 03 02"
"20421","Техническая эксплуатация радиоэлектронных средств","ТЭРЭС (9 класс)","1","дневная","",""
"20421","Техническая эксплуатация радиоэлектронных средств","ТЭРЭС (9 класс)","","","20063","2-39 02 31"
"20419","Программное обеспечение информационных технологий","ПОИТ (9 класс)","1","дневная","",""
"20419","Программное обеспечение информационных технологий","ПОИТ (9 класс)","","","20063","2-40 01 01"
"20422","Электронные вычислительные средства","ЭВС (9 класс)","1","дневная","",""
"20422","Электронные вычислительные средства","ЭВС (9 класс)","","","20063","2-40 02 02"
"20417","Микро- и наноэлектронные технологии и системы","МиНЭТиС (9 класс)","1","дневная","",""
"20417","Микро- и наноэлектронные технологии и системы","МиНЭТиС (9 класс)","","","20063","2-41 01 02"
"20418","Программное обеспечение информационных технологий","ПОИТ (11 класс)","1","дневная","",""
"20418","Программное обеспечение информационных технологий","ПОИТ (11 класс)","","","20063","2-40 01 01"
"20420","Проектирование и производство радиоэлектронных средств","ПиПРЭС (11 класс)","1","дневная","",""
"20420","Проектирование и производство радиоэлектронных средств","ПиПРЭС (11 класс)","","","20063","2-39 02 32"
"20426","Электронный Маркетинг*","ЭМ*","3","дистанционная","",""
"20426","Электронный Маркетинг*","ЭМ*","","","20034","1-28 01 02"
"20487","Инфокоммуникационные технологии (по направлениям)","ИКТ(СРМИ) (иностр.)","1","дневная","",""
"20487","Инфокоммуникационные технологии (по направлениям)","ИКТ(СРМИ) (иностр.)","","","20040","1-45 01 01"
"20488","Системы, сети и устройства телекоммуникаций","ССиУТ (иностр.)","1","дневная","",""
"20488","Системы, сети и устройства телекоммуникаций","ССиУТ (иностр.)","","","20040","1-45 80 01"
"20489","Инфокоммуникационные системы (по направлениям)","ИКС(ССКП) (иностр.)","1","дневная","",""
"20489","Инфокоммуникационные системы (по направлениям)","ИКС(ССКП) (иностр.)","","","20040","1-45 01 02"
"20491","Инфокоммуникационные технологии (по направлениям)","ИКТ(СТК) (иностр.)","1","дневная","",""
"20491","Инфокоммуникационные технологии (по направлениям)","ИКТ(СТК) (иностр.)","","","20040","1-45 01 01"
"20492","Программное обеспечение информационных технологий","ПОИТ (интегр.)","1","дневная","",""
"20492","Программное обеспечение информационных технологий","ПОИТ (интегр.)","","","20026","1-40 01 01"
"20493","Радиоинформатика","РИ интегр.","1","дневная","",""
"20493","Радиоинформатика","РИ интегр.","","","20035","1-39 01 03"
"20494","Инфокоммуникационные технологии (по направлениям)","ИКТ(ЦТРВ) (интегр.)","1","дневная","",""
"20494","Инфокоммуникационные технологии (по направлениям)","ИКТ(ЦТРВ) (интегр.)","","","20040","1-45 01 01"
"20495","Проектирование и производство программно-управляемых электронных средств","ПиППУЭС интегр.","1","дневная","",""
"20495","Проектирование и производство программно-управляемых электронных средств","ПиППУЭС интегр.","","","20017","1-39 02 02"
"20496","Инженерно-психологическое обеспечение информационных технологий","ИПОИТ интегр.","1","дневная","",""
"20496","Инженерно-психологическое обеспечение информационных технологий","ИПОИТ интегр.","","","20017","1-58 01 01"
"20497","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (САиУвТС)","2","заочная","",""
"20497","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (САиУвТС)","","","20005","1-40 80 02"
"20498","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (ТКИ)","2","заочная","",""
"20498","Системный анализ, управление и обработка информации (по отраслям)","САУиОИ (ТКИ)","","","20005","1-40 80 02"
"20499","Охрана труда и эргономика","ОТиЭ (УБПП)","2","заочная","",""
"20499","Охрана труда и эргономика","ОТиЭ (УБПП)","","","20017","1-59 80 01"
"20530","Охрана труда и эргономика","ОТиЭ (УБПП)","1","дневная","",""
"20530","Охрана труда и эргономика","ОТиЭ (УБПП)","","","20017","1-59 80 01"
"20500","Психология","П (ПТИПЭ)","2","заочная","",""
"20500","Психология","П (ПТИПЭ)","","","20017","1-23 80 03"
"20503","Психология","П (ПТИПЭ)","1","дневная","",""
"20503","Психология","П (ПТИПЭ)","","","20017","1-23 80 03"
"20501","Электронные системы и технологии","ЭСиТ (КТПЭС)","2","заочная","",""
"20501","Электронные системы и технологии","ЭСиТ (КТПЭС)","","","20017","1-39 80 03"
"20515","Электронные системы и технологии","ЭСиТ (КТПЭС)","1","дневная","",""
"20515","Электронные системы и технологии","ЭСиТ (КТПЭС)","","","20017","1-39 80 03"
"20502","Радиосистемы и радиотехнологии","РСиРТ","2","заочная","",""
"20502","Радиосистемы и радиотехнологии","РСиРТ","","","20035","1-39 80 01"
"20517","Радиосистемы и радиотехнологии","РСиРТ","1","дневная","",""
"20517","Радиосистемы и радиотехнологии","РСиРТ","","","20035","1-39 80 01"
"20504","Искусственный интеллект","ИИ","2","заочная","",""
"20504","Искусственный интеллект","ИИ","","","20005","1-40 80 06"
"20520","Искусственный интеллект","ИИ","1","дневная","",""
"20520","Искусственный интеллект","ИИ","","","20005","1-40 80 06"
"20505","Компьютерная инженерия","КИ (ВС)","2","заочная","",""
"20505","Компьютерная инженерия","КИ (ВС)","","","20026","1-40 80 01"
"20521","Компьютерная инженерия","КИ (ВС)","1","дневная","",""
"20521","Компьютерная инженерия","КИ (ВС)","","","20026","1-40 80 01"
"20506","Компьютерная инженерия","КИ (ХиОД)","2","заочная","",""
"20506","Компьютерная инженерия","КИ (ХиОД)","","","20026","1-40 80 01"
"20522","Компьютерная инженерия","КИ (ХиОД)","1","дневная","",""
"20522","Компьютерная инженерия","КИ (ХиОД)","","","20026","1-40 80 01"
"20507","Информатика и технологии программирования","ИиТП (ОБОИ)","2","заочная","",""
"20507","Информатика и технологии программирования","ИиТП (ОБОИ)","","","20026","1-40 80 04"
"20523","Информатика и технологии программирования","ИиТП (ОБОИ)","1","дневная","",""
"20523","Информатика и технологии программирования","ИиТП (ОБОИ)","","","20026","1-40 80 04"
"20508","Программная инженерия","ПИ","2","заочная","",""
"20508","Программная инженерия","ПИ","","","20026","1-40 80 05"
"20524","Программная инженерия","ПИ","1","дневная","",""
"20524","Программная инженерия","ПИ","","","20026","1-40 80 05"
"20509","Системы и сети инфокоммуникаций","ССИ (ИКТ)","2","заочная","",""
"20509","Системы и сети инфокоммуникаций","ССИ (ИКТ)","","","20040","1-45 80 01"
"20525","Системы и сети инфокоммуникаций","ССИ (ИКТ)","1","дневная","",""
"20525","Системы и сети инфокоммуникаций","ССИ (ИКТ)","","","20040","1-45 80 01"
"20510","Информационная безопасность","ИБ (ЗИвИС)","2","заочная","",""
"20510","Информационная безопасность","ИБ (ЗИвИС)","","","20040","1-98 80 01"
"20526","Информационная безопасность","ИБ (ЗИвИС)","1","дневная","",""
"20526","Информационная безопасность","ИБ (ЗИвИС)","","","20040","1-98 80 01"
"20511","Электронная экономика","ЭЭ (ИТиИМЭЭ)","2","заочная","",""
"20511","Электронная экономика","ЭЭ (ИТиИМЭЭ)","","","20012","1-40 80 07"
"20527","Электронная экономика","ЭЭ (ИТиИМЭЭ)","1","дневная","",""
"20527","Электронная экономика","ЭЭ (ИТиИМЭЭ)","","","20012","1-40 80 07"
"20512","Электронная экономика","ЭЭ (УЭБ)","2","заочная","",""
"20512","Электронная экономика","ЭЭ (УЭБ)","","","20012","1-40 80 07"
"20528","Электронная экономика","ЭЭ (УЭБ)","1","дневная","",""
"20528","Электронная экономика","ЭЭ (УЭБ)","","","20012","1-40 80 07"
"20513","Электронная экономика","ЭЭ (ЭМ)","2","заочная","",""
"20513","Электронная экономика","ЭЭ (ЭМ)","","","20012","1-40 80 07"
"20529","Электронная экономика","ЭЭ (ЭМ)","1","дневная","",""
"20529","Электронная экономика","ЭЭ (ЭМ)","","","20012","1-40 80 07"
"20514","Электронные системы и технологии","ЭСиТ (ИТПЭС)","1","дневная","",""
"20514","Электронные системы и технологии","ЭСиТ (ИТПЭС)","","","20017","1-39 80 03"
"20516","Электронные системы и технологии","ЭСиТ (МЭС)","1","дневная","",""
"20516","Электронные системы и технологии","ЭСиТ (МЭС)","","","20017","1-39 80 03"
"20518","Микро- и наноэлектроника","МиНЭ","1","дневная","",""
"20518","Микро- и наноэлектроника","МиНЭ","","","20035","1-41 80 01"
